sport,tournament,year,team_player,decimal_odds,implied_prob_raw,implied_prob,outcome
nhl,stanley_cup,2020,Golden Knights,11.0,0.09091,0.14256,0
nhl,stanley_cup,2021,Lightning,9.0,0.11111,0.17302,1
nhl,stanley_cup,2021,Avalanche,9.0,0.11111,0.17302,0
nhl,stanley_cup,2021,Golden Knights,9.0,0.11111,0.17302,0
nhl,stanley_cup,2021,Bruins,13.0,0.07692,0.11978,0
nhl,stanley_cup,2021,Maple Leafs,15.0,0.06667,0.10381,0
nhl,stanley_cup,2021,Penguins,17.0,0.05882,0.0916,0
nhl,stanley_cup,2021,Capitals,17.0,0.05882,0.0916,0
nhl,stanley_cup,2021,Stars,21.0,0.04762,0.07415,0
nhl,stanley_cup,2022,Avalanche,8.0,0.125,0.18507,1
nhl,stanley_cup,2022,Lightning,9.0,0.11111,0.1645,0
nhl,stanley_cup,2022,Maple Leafs,13.0,0.07692,0.11389,0
nhl,stanley_cup,2022,Hurricanes,11.0,0.09091,0.13459,0
nhl,stanley_cup,2022,Golden Knights,13.0,0.07692,0.11389,0
nhl,stanley_cup,2022,Panthers,13.0,0.07692,0.11389,0
nhl,stanley_cup,2022,Oilers,17.0,0.05882,0.08709,0
nhl,stanley_cup,2022,Rangers,17.0,0.05882,0.08709,0
nhl,stanley_cup,2023,Avalanche,8.0,0.125,0.20265,0
nhl,stanley_cup,2023,Oilers,10.0,0.1,0.16212,0
nhl,stanley_cup,2023,Maple Leafs,11.0,0.09091,0.14738,0
nhl,stanley_cup,2023,Hurricanes,13.0,0.07692,0.12471,0
nhl,stanley_cup,2023,Lightning,13.0,0.07692,0.12471,0
nhl,stanley_cup,2023,Golden Knights,17.0,0.05882,0.09537,1
nhl,stanley_cup,2023,Stars,17.0,0.05882,0.09537,0
nhl,stanley_cup,2023,Panthers,34.0,0.02941,0.04768,0
nhl,stanley_cup,2024,Avalanche,9.0,0.11111,0.14614,0
nhl,stanley_cup,2024,Oilers,9.0,0.11111,0.14614,0
nhl,stanley_cup,2024,Hurricanes,11.0,0.09091,0.11957,0
nhl,stanley_cup,2024,Stars,11.0,0.09091,0.11957,0
nhl,stanley_cup,2024,Maple Leafs,13.0,0.07692,0.10117,0
nhl,stanley_cup,2024,Panthers,13.0,0.07692,0.10117,1
nhl,stanley_cup,2024,Rangers,17.0,0.05882,0.07737,0
nhl,stanley_cup,2024,Bruins,15.0,0.06667,0.08768,0
nhl,stanley_cup,2024,Golden Knights,13.0,0.07692,0.10117,0
nfl,super_bowl,2010,Patriots,7.0,0.14286,0.20234,0
nfl,super_bowl,2010,Steelers,9.0,0.11111,0.15738,0
nfl,super_bowl,2010,Saints,15.0,0.06667,0.09443,1
nfl,super_bowl,2010,Vikings,13.0,0.07692,0.10895,0
nfl,super_bowl,2010,Cowboys,17.0,0.05882,0.08332,0
nfl,super_bowl,2010,Colts,9.0,0.11111,0.15738,0
nfl,super_bowl,2010,Eagles,21.0,0.04762,0.06745,0
nfl,super_bowl,2010,Chargers,11.0,0.09091,0.12876,0
nfl,super_bowl,2011,Patriots,7.0,0.14286,0.18903,0
nfl,super_bowl,2011,Colts,9.0,0.11111,0.14703,0
nfl,super_bowl,2011,Saints,11.0,0.09091,0.12029,0
nfl,super_bowl,2011,Steelers,9.0,0.11111,0.14703,0
nfl,super_bowl,2011,Packers,11.0,0.09091,0.12029,1
nfl,super_bowl,2011,Chargers,12.0,0.08333,0.11027,0
nfl,super_bowl,2011,Vikings,17.0,0.05882,0.07784,0
nfl,super_bowl,2011,Cowboys,15.0,0.06667,0.08822,0
nfl,super_bowl,2012,Packers,6.0,0.16667,0.20831,0
nfl,super_bowl,2012,Patriots,7.0,0.14286,0.17856,0
nfl,super_bowl,2012,Steelers,9.0,0.11111,0.13888,0
nfl,super_bowl,2012,Saints,11.0,0.09091,0.11363,0
nfl,super_bowl,2012,Giants,21.0,0.04762,0.05952,1
nfl,super_bowl,2012,Eagles,11.0,0.09091,0.11363,0
nfl,super_bowl,2012,Ravens,12.0,0.08333,0.10416,0
nfl,super_bowl,2012,Jets,15.0,0.06667,0.08333,0
nfl,super_bowl,2013,Patriots,7.0,0.14286,0.18067,0
nfl,super_bowl,2013,49ers,7.5,0.13333,0.16863,0
nfl,super_bowl,2013,Packers,8.0,0.125,0.15809,0
nfl,super_bowl,2013,Broncos,8.5,0.11765,0.14879,0
nfl,super_bowl,2013,Ravens,21.0,0.04762,0.06022,1
nfl,super_bowl,2013,Texans,11.0,0.09091,0.11497,0
nfl,super_bowl,2013,Falcons,15.0,0.06667,0.08431,0
nfl,super_bowl,2013,Steelers,15.0,0.06667,0.08431,0
nfl,super_bowl,2014,Broncos,7.0,0.14286,0.18276,0
nfl,super_bowl,2014,Seahawks,9.0,0.11111,0.14214,1
nfl,super_bowl,2014,49ers,7.5,0.13333,0.17057,0
nfl,super_bowl,2014,Patriots,9.0,0.11111,0.14214,0
nfl,super_bowl,2014,Packers,9.0,0.11111,0.14214,0
nfl,super_bowl,2014,Saints,13.0,0.07692,0.09841,0
nfl,super_bowl,2014,Bengals,21.0,0.04762,0.06092,0
nfl,super_bowl,2014,Eagles,21.0,0.04762,0.06092,0
nfl,super_bowl,2015,Seahawks,6.0,0.16667,0.20387,0
nfl,super_bowl,2015,Patriots,7.5,0.13333,0.1631,1
nfl,super_bowl,2015,Packers,8.0,0.125,0.15291,0
nfl,super_bowl,2015,Broncos,9.0,0.11111,0.13592,0
nfl,super_bowl,2015,Cowboys,19.0,0.05263,0.06438,0
nfl,super_bowl,2015,Colts,9.0,0.11111,0.13592,0
nfl,super_bowl,2015,Ravens,17.0,0.05882,0.07196,0
nfl,super_bowl,2015,Eagles,17.0,0.05882,0.07196,0
nfl,super_bowl,2016,Patriots,7.0,0.14286,0.19352,0
nfl,super_bowl,2016,Packers,9.0,0.11111,0.15052,0
nfl,super_bowl,2016,Seahawks,10.0,0.1,0.13546,0
nfl,super_bowl,2016,Steelers,13.0,0.07692,0.1042,0
nfl,super_bowl,2016,Broncos,11.0,0.09091,0.12315,1
nfl,super_bowl,2016,Cardinals,11.0,0.09091,0.12315,0
nfl,super_bowl,2016,Bengals,15.0,0.06667,0.09031,0
nfl,super_bowl,2016,Panthers,17.0,0.05882,0.07969,0
nfl,super_bowl,2017,Patriots,5.5,0.18182,0.2548,1
nfl,super_bowl,2017,Seahawks,9.0,0.11111,0.15571,0
nfl,super_bowl,2017,Packers,11.0,0.09091,0.1274,0
nfl,super_bowl,2017,Steelers,11.0,0.09091,0.1274,0
nfl,super_bowl,2017,Falcons,21.0,0.04762,0.06673,0
nfl,super_bowl,2017,Cowboys,21.0,0.04762,0.06673,0
nfl,super_bowl,2017,Raiders,13.0,0.07692,0.1078,0
nfl,super_bowl,2017,Broncos,15.0,0.06667,0.09343,0
nfl,super_bowl,2018,Patriots,5.0,0.2,0.27375,0
nfl,super_bowl,2018,Eagles,11.0,0.09091,0.12443,1
nfl,super_bowl,2018,Packers,11.0,0.09091,0.12443,0
nfl,super_bowl,2018,Steelers,11.0,0.09091,0.12443,0
nfl,super_bowl,2018,Falcons,13.0,0.07692,0.10529,0
nfl,super_bowl,2018,Vikings,15.0,0.06667,0.09125,0
nfl,super_bowl,2018,Seahawks,15.0,0.06667,0.09125,0
nfl,super_bowl,2018,Saints,21.0,0.04762,0.06518,0
nfl,super_bowl,2019,Patriots,7.5,0.13333,0.19179,1
nfl,super_bowl,2019,Rams,8.5,0.11765,0.16923,0
nfl,super_bowl,2019,Chiefs,9.0,0.11111,0.15983,0
nfl,super_bowl,2019,Saints,11.0,0.09091,0.13077,0
nfl,super_bowl,2019,Eagles,13.0,0.07692,0.11065,0
nfl,super_bowl,2019,Bears,17.0,0.05882,0.08462,0
nfl,super_bowl,2019,Chargers,17.0,0.05882,0.08462,0
nfl,super_bowl,2019,Cowboys,21.0,0.04762,0.0685,0
nfl,super_bowl,2020,Chiefs,6.5,0.15385,0.19706,1
nfl,super_bowl,2020,Ravens,8.0,0.125,0.16011,0
nfl,super_bowl,2020,Patriots,10.0,0.1,0.12809,0
nfl,super_bowl,2020,49ers,8.0,0.125,0.16011,0
nfl,super_bowl,2020,Saints,11.0,0.09091,0.11644,0
nfl,super_bowl,2020,Packers,15.0,0.06667,0.08539,0
nfl,super_bowl,2020,Seahawks,15.0,0.06667,0.08539,0
nfl,super_bowl,2020,Cowboys,19.0,0.05263,0.06741,0
nfl,super_bowl,2021,Chiefs,6.0,0.16667,0.23728,0
nfl,super_bowl,2021,Bucs,12.0,0.08333,0.11864,1
nfl,super_bowl,2021,Ravens,10.0,0.1,0.14237,0
nfl,super_bowl,2021,Saints,12.0,0.08333,0.11864,0
nfl,super_bowl,2021,49ers,13.0,0.07692,0.10951,0
nfl,super_bowl,2021,Packers,15.0,0.06667,0.09491,0
nfl,super_bowl,2021,Bills,15.0,0.06667,0.09491,0
nfl,super_bowl,2021,Seahawks,17.0,0.05882,0.08374,0
nfl,super_bowl,2022,Chiefs,8.5,0.11765,0.15824,0
nfl,super_bowl,2022,Bills,7.0,0.14286,0.19215,0
nfl,super_bowl,2022,Bucs,9.0,0.11111,0.14945,0
nfl,super_bowl,2022,Packers,10.0,0.1,0.1345,0
nfl,super_bowl,2022,Rams,11.0,0.09091,0.12228,1
nfl,super_bowl,2022,Cowboys,21.0,0.04762,0.06405,0
nfl,super_bowl,2022,Ravens,15.0,0.06667,0.08967,0
nfl,super_bowl,2022,49ers,15.0,0.06667,0.08967,0
nfl,super_bowl,2023,Bills,7.0,0.14286,0.18748,0
nfl,super_bowl,2023,Chiefs,8.5,0.11765,0.15439,1
nfl,super_bowl,2023,Eagles,9.0,0.11111,0.14582,0
nfl,super_bowl,2023,49ers,11.0,0.09091,0.1193,0
nfl,super_bowl,2023,Bucs,17.0,0.05882,0.0772,0
nfl,super_bowl,2023,Bengals,11.0,0.09091,0.1193,0
nfl,super_bowl,2023,Cowboys,17.0,0.05882,0.0772,0
nfl,super_bowl,2023,Ravens,11.0,0.09091,0.1193,0
nfl,super_bowl,2024,Chiefs,6.5,0.15385,0.20269,1
nfl,super_bowl,2024,49ers,7.0,0.14286,0.18821,0
nfl,super_bowl,2024,Bills,9.0,0.11111,0.14639,0
nfl,super_bowl,2024,Eagles,11.0,0.09091,0.11977,0
nfl,super_bowl,2024,Cowboys,13.0,0.07692,0.10135,0
nfl,super_bowl,2024,Bengals,13.0,0.07692,0.10135,0
nfl,super_bowl,2024,Lions,21.0,0.04762,0.06274,0
nfl,super_bowl,2024,Ravens,17.0,0.05882,0.0775,0
tennis,wimbledon_mens,2015,Djokovic,1.7,0.58824,0.52058,1
tennis,wimbledon_mens,2015,Federer,5.0,0.2,0.177,0
tennis,wimbledon_mens,2015,Murray,6.0,0.16667,0.1475,0
tennis,wimbledon_mens,2015,Wawrinka,17.0,0.05882,0.05206,0
tennis,wimbledon_mens,2015,Nadal,21.0,0.04762,0.04214,0
tennis,wimbledon_mens,2015,Berdych,34.0,0.02941,0.02603,0
tennis,wimbledon_mens,2015,Raonic,51.0,0.01961,0.01735,0
tennis,wimbledon_mens,2015,Cilic,51.0,0.01961,0.01735,0
tennis,wimbledon_mens,2016,Djokovic,1.5,0.66667,0.53851,0
tennis,wimbledon_mens,2016,Murray,4.5,0.22222,0.1795,1
tennis,wimbledon_mens,2016,Federer,8.0,0.125,0.10097,0
tennis,wimbledon_mens,2016,Nadal,17.0,0.05882,0.04752,0
tennis,wimbledon_mens,2016,Wawrinka,17.0,0.05882,0.04752,0
tennis,wimbledon_mens,2016,Raonic,21.0,0.04762,0.03847,0
tennis,wimbledon_mens,2016,Cilic,34.0,0.02941,0.02376,0
tennis,wimbledon_mens,2016,Thiem,34.0,0.02941,0.02376,0
tennis,wimbledon_mens,2017,Murray,4.0,0.25,0.2567,0
tennis,wimbledon_mens,2017,Djokovic,5.0,0.2,0.20536,0
tennis,wimbledon_mens,2017,Federer,5.5,0.18182,0.18669,1
tennis,wimbledon_mens,2017,Nadal,9.0,0.11111,0.11409,0
tennis,wimbledon_mens,2017,Wawrinka,13.0,0.07692,0.07898,0
tennis,wimbledon_mens,2017,Cilic,17.0,0.05882,0.0604,0
tennis,wimbledon_mens,2017,Zverev,21.0,0.04762,0.04889,0
tennis,wimbledon_mens,2017,Thiem,21.0,0.04762,0.04889,0
tennis,wimbledon_mens,2018,Federer,2.5,0.4,0.38169,0
tennis,wimbledon_mens,2018,Nadal,5.5,0.18182,0.17349,0
tennis,wimbledon_mens,2018,Djokovic,7.5,0.13333,0.12723,1
tennis,wimbledon_mens,2018,Cilic,9.0,0.11111,0.10602,0
tennis,wimbledon_mens,2018,Zverev,13.0,0.07692,0.0734,0
tennis,wimbledon_mens,2018,Del Potro,13.0,0.07692,0.0734,0
tennis,wimbledon_mens,2018,Anderson,34.0,0.02941,0.02807,0
tennis,wimbledon_mens,2018,Thiem,26.0,0.03846,0.0367,0
tennis,wimbledon_mens,2019,Djokovic,2.5,0.4,0.37785,1
tennis,wimbledon_mens,2019,Federer,3.5,0.28571,0.26989,0
tennis,wimbledon_mens,2019,Nadal,5.0,0.2,0.18892,0
tennis,wimbledon_mens,2019,Tsitsipas,21.0,0.04762,0.04498,0
tennis,wimbledon_mens,2019,Zverev,21.0,0.04762,0.04498,0
tennis,wimbledon_mens,2019,Thiem,26.0,0.03846,0.03633,0
tennis,wimbledon_mens,2019,Medvedev,51.0,0.01961,0.01852,0
tennis,wimbledon_mens,2019,Nishikori,51.0,0.01961,0.01852,0
tennis,wimbledon_mens,2021,Djokovic,1.9,0.52632,0.53018,1
tennis,wimbledon_mens,2021,Federer,8.0,0.125,0.12592,0
tennis,wimbledon_mens,2021,Nadal,11.0,0.09091,0.09158,0
tennis,wimbledon_mens,2021,Medvedev,13.0,0.07692,0.07749,0
tennis,wimbledon_mens,2021,Tsitsipas,13.0,0.07692,0.07749,0
tennis,wimbledon_mens,2021,Zverev,21.0,0.04762,0.04797,0
tennis,wimbledon_mens,2021,Berrettini,34.0,0.02941,0.02963,0
tennis,wimbledon_mens,2021,Shapovalov,51.0,0.01961,0.01975,0
tennis,wimbledon_mens,2022,Djokovic,2.0,0.5,0.44226,1
tennis,wimbledon_mens,2022,Nadal,4.0,0.25,0.22113,0
tennis,wimbledon_mens,2022,Alcaraz,9.0,0.11111,0.09828,0
tennis,wimbledon_mens,2022,Medvedev,13.0,0.07692,0.06804,0
tennis,wimbledon_mens,2022,Tsitsipas,17.0,0.05882,0.05203,0
tennis,wimbledon_mens,2022,Berrettini,21.0,0.04762,0.04212,0
tennis,wimbledon_mens,2022,Zverev,26.0,0.03846,0.03402,0
tennis,wimbledon_mens,2022,Sinner,21.0,0.04762,0.04212,0
tennis,wimbledon_mens,2023,Djokovic,1.8,0.55556,0.4942,0
tennis,wimbledon_mens,2023,Alcaraz,3.5,0.28571,0.25416,1
tennis,wimbledon_mens,2023,Medvedev,11.0,0.09091,0.08087,0
tennis,wimbledon_mens,2023,Sinner,15.0,0.06667,0.0593,0
tennis,wimbledon_mens,2023,Rune,21.0,0.04762,0.04236,0
tennis,wimbledon_mens,2023,Tsitsipas,26.0,0.03846,0.03421,0
tennis,wimbledon_mens,2023,Fritz,51.0,0.01961,0.01744,0
tennis,wimbledon_mens,2023,Rublev,51.0,0.01961,0.01744,0
tennis,wimbledon_mens,2024,Djokovic,3.5,0.28571,0.2662,0
tennis,wimbledon_mens,2024,Alcaraz,2.6,0.38462,0.35835,1
tennis,wimbledon_mens,2024,Sinner,5.0,0.2,0.18634,0
tennis,wimbledon_mens,2024,Medvedev,13.0,0.07692,0.07167,0
tennis,wimbledon_mens,2024,Rune,21.0,0.04762,0.04437,0
tennis,wimbledon_mens,2024,Hurkacz,34.0,0.02941,0.0274,0
tennis,wimbledon_mens,2024,Zverev,34.0,0.02941,0.0274,0
tennis,wimbledon_mens,2024,Tsitsipas,51.0,0.01961,0.01827,0
tennis,wimbledon_womens,2015,Serena Williams,2.0,0.5,0.53846,1
tennis,wimbledon_womens,2015,Sharapova,8.0,0.125,0.13461,0
tennis,wimbledon_womens,2015,Halep,13.0,0.07692,0.08284,0
tennis,wimbledon_womens,2015,Kvitova,11.0,0.09091,0.0979,0
tennis,wimbledon_womens,2015,Wozniacki,26.0,0.03846,0.04142,0
tennis,wimbledon_womens,2015,Radwanska,26.0,0.03846,0.04142,0
tennis,wimbledon_womens,2015,Bouchard,34.0,0.02941,0.03167,0
tennis,wimbledon_womens,2015,Azarenka,34.0,0.02941,0.03167,0
tennis,wimbledon_womens,2016,Serena Williams,2.5,0.4,0.43909,1
tennis,wimbledon_womens,2016,Kerber,6.0,0.16667,0.18296,0
tennis,wimbledon_womens,2016,Halep,13.0,0.07692,0.08444,0
tennis,wimbledon_womens,2016,Muguruza,11.0,0.09091,0.09979,0
tennis,wimbledon_womens,2016,Radwanska,17.0,0.05882,0.06457,0
tennis,wimbledon_womens,2016,Kvitova,17.0,0.05882,0.06457,0
tennis,wimbledon_womens,2016,Williams (V.),34.0,0.02941,0.03229,0
tennis,wimbledon_womens,2016,Pliskova,34.0,0.02941,0.03229,0
tennis,wimbledon_womens,2017,Kerber,5.0,0.2,0.23697,0
tennis,wimbledon_womens,2017,Pliskova,7.0,0.14286,0.16926,0
tennis,wimbledon_womens,2017,Halep,7.0,0.14286,0.16926,0
tennis,wimbledon_womens,2017,Konta,11.0,0.09091,0.10771,0
tennis,wimbledon_womens,2017,Muguruza,11.0,0.09091,0.10771,1
tennis,wimbledon_womens,2017,Williams (V.),17.0,0.05882,0.0697,0
tennis,wimbledon_womens,2017,Wozniacki,17.0,0.05882,0.0697,0
tennis,wimbledon_womens,2017,Svitolina,17.0,0.05882,0.0697,0
tennis,wimbledon_womens,2018,Halep,5.0,0.2,0.27029,0
tennis,wimbledon_womens,2018,Wozniacki,9.0,0.11111,0.15016,0
tennis,wimbledon_womens,2018,Kvitova,11.0,0.09091,0.12286,0
tennis,wimbledon_womens,2018,Pliskova,11.0,0.09091,0.12286,0
tennis,wimbledon_womens,2018,Stephens,17.0,0.05882,0.0795,0
tennis,wimbledon_womens,2018,Muguruza,11.0,0.09091,0.12286,0
tennis,wimbledon_womens,2018,Kerber,17.0,0.05882,0.0795,1
tennis,wimbledon_womens,2018,Sharapova,26.0,0.03846,0.05198,0
tennis,wimbledon_womens,2019,Barty,7.0,0.14286,0.18133,0
tennis,wimbledon_womens,2019,Halep,9.0,0.11111,0.14104,1
tennis,wimbledon_womens,2019,Serena Williams,6.0,0.16667,0.21156,0
tennis,wimbledon_womens,2019,Pliskova,11.0,0.09091,0.11539,0
tennis,wimbledon_womens,2019,Osaka,9.0,0.11111,0.14104,0
tennis,wimbledon_womens,2019,Kvitova,13.0,0.07692,0.09764,0
tennis,wimbledon_womens,2019,Kerber,17.0,0.05882,0.07467,0
tennis,wimbledon_womens,2019,Andreescu,34.0,0.02941,0.03733,0
tennis,wimbledon_womens,2021,Barty,5.0,0.2,0.24187,1
tennis,wimbledon_womens,2021,Osaka,7.0,0.14286,0.17276,0
tennis,wimbledon_womens,2021,Serena Williams,8.0,0.125,0.15117,0
tennis,wimbledon_womens,2021,Kenin,13.0,0.07692,0.09303,0
tennis,wimbledon_womens,2021,Sabalenka,11.0,0.09091,0.10994,0
tennis,wimbledon_womens,2021,Swiatek,15.0,0.06667,0.08062,0
tennis,wimbledon_womens,2021,Pliskova,21.0,0.04762,0.05759,0
tennis,wimbledon_womens,2021,Halep,13.0,0.07692,0.09303,0
tennis,wimbledon_womens,2022,Swiatek,3.5,0.28571,0.36685,0
tennis,wimbledon_womens,2022,Sabalenka,9.0,0.11111,0.14266,0
tennis,wimbledon_womens,2022,Pliskova,11.0,0.09091,0.11672,0
tennis,wimbledon_womens,2022,Halep,13.0,0.07692,0.09877,0
tennis,wimbledon_womens,2022,Rybakina,51.0,0.01961,0.02518,1
tennis,wimbledon_womens,2022,Jabeur,13.0,0.07692,0.09877,0
tennis,wimbledon_womens,2022,Kontaveit,17.0,0.05882,0.07553,0
tennis,wimbledon_womens,2022,Krejcikova,17.0,0.05882,0.07553,0
tennis,wimbledon_womens,2023,Swiatek,3.5,0.28571,0.33925,0
tennis,wimbledon_womens,2023,Sabalenka,6.0,0.16667,0.1979,0
tennis,wimbledon_womens,2023,Rybakina,7.0,0.14286,0.16963,0
tennis,wimbledon_womens,2023,Gauff,15.0,0.06667,0.07916,0
tennis,wimbledon_womens,2023,Pegula,21.0,0.04762,0.05654,0
tennis,wimbledon_womens,2023,Jabeur,11.0,0.09091,0.10794,0
tennis,wimbledon_womens,2023,Vondrousova,81.0,0.01235,0.01466,1
tennis,wimbledon_womens,2023,Svitolina,34.0,0.02941,0.03492,0
tennis,wimbledon_womens,2024,Swiatek,3.5,0.28571,0.32365,0
tennis,wimbledon_womens,2024,Sabalenka,5.0,0.2,0.22656,0
tennis,wimbledon_womens,2024,Rybakina,7.0,0.14286,0.16183,0
tennis,wimbledon_womens,2024,Gauff,11.0,0.09091,0.10298,0
tennis,wimbledon_womens,2024,Pegula,21.0,0.04762,0.05394,0
tennis,wimbledon_womens,2024,Krejcikova,34.0,0.02941,0.03332,1
tennis,wimbledon_womens,2024,Jabeur,15.0,0.06667,0.07552,0
tennis,wimbledon_womens,2024,Paolini,51.0,0.01961,0.02221,0
